#Firmware: MS3 1.5.2 release     20211110 12:29GMT (c) JSM/KC ********
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
0.000,0.000,0.000,0.000,0.000,1998.047
MARK 001
MARK 002
MARK 003
MARK 004
MARK 005
MARK 006
MARK 007
MARK 008
MARK 009
0.000,1.000,0.000,0.000,265.031,2263.078
1.000,1.000,0.000,0.000,0.052,2263.130
0.000,1.000,0.000,0.000,0.310,2263.440
1.000,1.000,0.000,0.000,0.118,2263.558
0.000,1.000,0.000,0.000,26.351,2289.909
1.000,1.000,0.000,0.000,29.837,2319.746
0.000,1.000,0.000,0.000,61.510,2381.256
1.000,1.000,0.000,0.000,15.432,2396.688
1.000,0.000,1.000,0.000,55.142,2451.830
0.000,0.000,0.000,0.000,0.028,2451.858
1.000,0.000,0.000,0.000,17.183,2469.041
1.000,1.000,1.000,0.000,12.463,2481.504
0.000,1.000,0.000,0.000,24.145,2505.649
1.000,1.000,0.000,1.000,15.229,2520.878
0.000,1.000,0.000,1.000,42.199,2563.077
1.000,1.000,0.000,1.000,14.308,2577.385
0.000,1.000,0.000,1.000,29.092,2606.477
1.000,1.000,0.000,1.000,11.792,2618.269
0.000,1.000,0.000,1.000,38.975,2657.244
1.000,1.000,0.000,1.000,13.797,2671.042
0.000,1.000,0.000,1.000,26.999,2698.041
1.000,1.000,0.000,1.000,12.011,2710.052
0.000,1.000,0.000,1.000,37.083,2747.135
1.000,1.000,0.000,1.000,13.281,2760.416
0.000,1.000,0.000,1.000,33.873,2794.289
1.000,1.000,0.000,1.000,11.738,2806.027
0.000,1.000,0.000,1.000,38.182,2844.208
0.000,0.000,1.000,1.000,0.063,2844.271
1.000,0.000,0.000,1.000,13.294,2857.565
1.000,1.000,1.000,1.000,10.405,2867.970
0.000,1.000,0.000,1.000,25.504,2893.474
1.000,1.000,0.000,1.000,12.934,2906.408
0.000,1.000,0.000,1.000,40.706,2947.115
1.000,1.000,0.000,1.000,14.265,2961.379
0.000,1.000,0.000,1.000,25.799,2987.178
1.000,1.000,0.000,1.000,11.505,2998.683
0.000,1.000,0.000,1.000,37.805,3036.488
1.000,1.000,0.000,1.000,11.936,3048.424
0.000,1.000,0.000,1.000,26.366,3074.790
1.000,1.000,0.000,1.000,10.923,3085.713
0.000,1.000,0.000,1.000,37.226,3122.939
1.000,1.000,0.000,1.000,11.523,3134.462
0.000,1.000,0.000,1.000,32.207,3166.669
1.000,1.000,0.000,1.000,13.730,3180.399
0.000,1.000,0.000,1.000,37.949,3218.348
0.000,0.000,1.000,1.000,0.113,3218.461
1.000,0.000,0.000,1.000,13.058,3231.520
1.000,1.000,1.000,1.000,9.512,3241.031
0.000,1.000,0.000,1.000,19.251,3260.282
1.000,1.000,0.000,1.000,10.724,3271.007
0.000,1.000,0.000,1.000,40.429,3311.436
1.000,1.000,0.000,1.000,14.625,3326.061
0.000,1.000,0.000,1.000,24.638,3350.698
1.000,1.000,0.000,1.000,9.911,3360.609
0.000,1.000,0.000,1.000,37.925,3398.534
1.000,1.000,0.000,1.000,12.933,3411.468
0.000,1.000,0.000,1.000,23.918,3435.385
1.000,1.000,0.000,1.000,10.011,3445.396
0.000,1.000,0.000,1.000,37.073,3482.469
1.000,1.000,0.000,1.000,12.243,3494.712
0.000,1.000,0.000,1.000,29.652,3524.365
1.000,1.000,0.000,1.000,12.670,3537.034
1.000,0.000,1.000,1.000,38.988,3576.022
0.000,0.000,0.000,1.000,0.009,3576.031
1.000,0.000,0.000,1.000,12.999,3589.031
1.000,1.000,1.000,1.000,8.952,3597.982
0.000,1.000,0.000,1.000,18.315,3616.297
1.000,1.000,0.000,1.000,12.049,3628.346
0.000,1.000,0.000,1.000,38.217,3666.563
1.000,1.000,0.000,1.000,14.310,3680.874
0.000,1.000,0.000,1.000,26.063,3706.937
1.000,1.000,0.000,1.000,10.952,3717.888
0.000,1.000,0.000,1.000,37.054,3754.942
1.000,1.000,0.000,1.000,12.458,3767.400
0.000,1.000,0.000,1.000,24.019,3791.419
1.000,1.000,0.000,1.000,10.232,3801.651
0.000,1.000,0.000,1.000,36.774,3838.425
1.000,1.000,0.000,1.000,12.354,3850.779
0.000,1.000,0.000,1.000,29.364,3880.143
1.000,1.000,0.000,1.000,13.456,3893.599
1.000,0.000,1.000,1.000,38.354,3931.953
0.000,0.000,0.000,1.000,0.205,3932.158
1.000,0.000,0.000,1.000,16.730,3948.888
1.000,1.000,1.000,1.000,7.579,3956.468
0.000,1.000,0.000,1.000,19.902,3976.370
1.000,1.000,0.000,1.000,19.799,3996.169
0.000,1.000,0.000,1.000,83.410,4079.579
1.000,1.000,0.000,1.000,74.689,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
0.000,0.000,0.000,0.000,0.000,4154.268
